,Id,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,Notes,purpose_cat,purpose,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
6834,6835,University Of Florida College of Pharm,1,RENT,30000.0,VERIFIED - income,n,  Borrower added on 09/20/11 > This loan will be used to move my family across the country. The loan will cover any expenses encountered with the move and housing costs upon arrival.<br/>null,major purchase,Major Purchase,326xx,FL,0.6,0.0,01/01/2005,1.0,,,4.0,0.0,385,2.3,5.0,f,0.0,1,PC2
9966,9967,Progress Energy,1,MORTGAGE,92088.0,VERIFIED - income,n,"  Borrower added on 09/27/11 > We are trying to lower our debt to ratio, I pay 947.00 to one bill now and we could send so much more if all the credit cards were consolidated to one bill.<br/> Borrower added on 09/30/11 > We pay our bills on time, just would rather have one payment and send extra to it then a few small ones with different interest rates.<br/>null",debt consolidation,Debt Consolidation,344xx,FL,15.31,0.0,09/01/1987,0.0,,,6.0,0.0,6794,52.3,30.0,f,0.0,2,PC3
8118,8119,UC Berkeley,1,RENT,48600.0,not verified,n,"I plan to use this loan to consolidate three credit cards with interest rates in the high teens. I hope that by bundling these debts together I can save money on interest and get the total paid down faster.<br/><br/>I am a staffer at a public university and, and my job is extremely stable.<br/><br/>I'm a good borrower, and am never late with bills or rent.<br/>",debt consolidation,Lindsay's Loan,941xx,CA,18.1,0.0,07/01/2001,1.0,,,7.0,0.0,16200,80.6,17.0,f,0.0,2,PC5
717,718,City of Moultrie,6,MORTGAGE,41280.0,not verified,n,  Borrower added on 04/08/11 > Motorcycle Loan so I can get better gas milege<br/>,car,Motorcycle,317xx,GA,18.14,0.0,11/01/1990,1.0,69.0,,11.0,0.0,15973,36.8,31.0,f,0.0,3,PC5
8461,8462,Southwest Airlines,10,MORTGAGE,82500.0,VERIFIED - income,n,  Borrower added on 08/20/10 > I am trying to payoff 2 higher interest rate cards. 16.9%<br/> Borrower added on 08/21/10 > 21 years at my job....set up to payoff in 36mo. I will have another card paid off in 19 months so I plan to pay extra on this loan at that time. Thanks and I appreciate your help.<br/>,credit card,Appreciative Borrower,852xx,AZ,18.3,1.0,09/01/1991,3.0,19.0,,9.0,0.0,14306,50.0,42.0,f,0.0,1,PC1
4069,4070,AppSense Inc.,1,MORTGAGE,95000.0,VERIFIED - income source,n,,debt consolidation,Credit Card Payoff,191xx,PA,18.37,0.0,11/01/1984,2.0,,,14.0,0.0,19321,31.2,30.0,f,0.0,1,PC5
585,586,,4,MORTGAGE,31920.0,VERIFIED - income,n,"  Borrower added on 02/06/11 > I have been a self employed truck driver for over 4 years and I have plenty of work.  My wife's gross pay is $50,668 per year and she has had the same job for 11 years as a quality analyst for an IT company.  We have over $33,000 equity in our home based on an appraisal we had in December.  We also receive $325 per month in child support (Paid by Soc. Security) for my 14 year old step-daughter.  My wife and I both have excellent credit with no late payments ever and we have a $13,000 vehicle that we own outright and have the title (2005 Toyota Highlander with 89k).  Thanks for looking at my loan request and I promise you your investment is safe with me because great credit is very important to me.<br/>",car,Car Loan,275xx,NC,10.68,0.0,02/01/1997,3.0,,,8.0,0.0,1281,4.4,10.0,f,0.0,2,PC1
3323,3324,Cleveland Clinic,2,RENT,53000.0,VERIFIED - income source,n,"  Borrower added on 07/09/10 > I will be using the funds to pay off my 3 credit cards, one Chase credit card in particular with a 22.24% APR that they will not lower.  <br/><br/>I have stable employment at the Cleveland Clinic and have worked there for 2 years now.  I have no intentions on leaving, I love what I do.<br/><br/>The only bills I have other than my 3 credit cards is rent ($900 which includes water/ mo), electric bill ($67/mo), a cell phone / internet service bill ($130/mo), car insurance which I pay semi-annually of $400 - no car note - I own my car. No cable bill due to my lack of interest in television. <br/><br/>I am very responsible with paying my bills.  I have no bills that are past due, I am too conscience of the impact it would have on my credit to allow that to happen.<br/><br/>If there are any questions, feel free to send them to me.  Thanks for your help.<br/>",credit card,Credit Freedom,441xx,OH,6.68,0.0,04/01/1997,1.0,,,9.0,0.0,2067,36.9,26.0,f,0.0,1,PC2
5834,5835,BEST BUY,1,RENT,12000.0,VERIFIED - income source,n,"  Borrower added on 10/27/10 > I have a great credit score with a very stable job and will pay this loan back on time<br/> Borrower added on 10/28/10 > I also have a pretty large chunk of money coming back this tax season, due to having my first child.<br/> Borrower added on 10/28/10 > I also just got promoted at work for a new position.<br/>",major purchase,Sam's Loan,494xx,MI,4.4,1.0,03/01/2006,0.0,21.0,,5.0,0.0,1367,29.7,9.0,f,0.0,3,PC4
7678,7679,PGE,9,MORTGAGE,85000.0,VERIFIED - income,n,  Borrower added on 04/25/11 > Debt consolidation of two bills to have one fixed payment. Three year loan.<br/>,debt consolidation,Pay off Yamaha and cc card,951xx,CA,7.04,1.0,01/01/2001,0.0,9.0,,2.0,0.0,0,13.56,11.0,f,0.0,3,PC5
3805,3806,Sky Lakes Medical Center,1,RENT,35801.6,not verified,n,"I purchased a new car last year, and have paid on it faithfully. The interest rate is high, due to my lack of extended/existing credit in the past. (I usually pay cash for what I need/want). I was in a situation where I drove 50 miles round trip to work, and my V8 truck gas cost alone - justified my purchase. I also knew if I stayed on top of my payments I could refinance in the short term.  1) I want to pay off the car loan.  2) I want to pay partial closing costs on an approved VA home loan.  3) I have two low limit cards that I will pay off. I will close one card, and keep my Capital One.  4) The rest will be used to comfortably move us into the new home, with some money to be used for new fencing on the property.",debt consolidation,Lowering Car Rate and Moving,976xx,OR,12.27,0.0,09/01/1999,7.0,66.0,,3.0,0.0,434,72.3,6.0,f,0.0,3,PC3
201,202,,1,RENT,120000.0,not verified,n,"553609 added on 12/08/09 > Thanks for reviewing this proposal.  I'm very pleased to see an opportunity like this where people can help other people and make a safe investment as well. I'm so sick of the banks and financial industry having all the power. That's why ""Damn the Man"".  The short story is after dealing with a computer error on my Home Depot payment,  (Citi Bank) which they owned up to and admitted there were some glitches, my payment posted late by less than 24 hours. They so conveniently raised my rate to the default of 29.99%. When I inquired and tried to get my rate reset, they said they have no control or ability to do that.  I've never had such a bad experience with any other company or my other Citi accounts.  I only need 2666.00 to pay off the Depot account, it's already been closed, I'm done with them. The balance will be used to consolidate 1 other card that is at 17%, about another $1750.00.  The remaining be paid back to lending club early, at this point I have no need for it, my remaining credit accounts are all at reasonable rates. FYI, the credit score listed is incorrect, I have CreditSecure with American Express and my combined Fico score as December 1st was 703, down from 730 over the last year  because my balances on a couple cards increased for business use and has not been paid down yet. I am self employed, my company is 2.5 years old and solid. We due, however have a fairly high overhead presently and are trying to reduce our existing CC debt which we used for start up and operating capital for the first 6 months. I welcome questions.  Thanks in advance for your interest and investment should you choose to do so.  Sincerely, #450216.<br/> 553609 added on 12/10/09 > Loan re-listed, sorry for the inconvenience, I sent an email regarding ""how"" to cancel loan, customer support took that as a ""request"" and removed my listing.  For those of you who had invested please consider doing so again, and if you need questions answered please ask again.  I will try to add info based on what I remember.  <br/>1) 2 person house hold<br/>2) Rent - $1500   Cars - $1000 including tax and Ins.<br/>3) Self-employed - Consult for marketing,advertising in the Health and wellness field.<br/> 553609 added on 12/11/09 > 3a) Income is contract based, usually for 6-12 months and currently have more than 50 active clients.<br/>",debt consolidation,Damn the Man,060xx,CT,11.7,0.0,09/01/1990,3.0,,,10.0,0.0,18131,81.1,25.0,f,0.0,3,PC3
6365,6366,Self Employed,2,OWN,45000.0,not verified,n,"I had a sleep disorder for a couple of years that I have since been able to treat, however it left with fatty pockets around my eyes, so I thought I would try plastic surgery and get a brow lift and eyelid surgery. The estimated cost of both procedures is $10,000.00 and I am looking to borrow $7000.00 and will pay for the remaining $3000.00 balance from savings.",medical,Plastic Surgery Financing,527xx,IA,9.92,0.0,04/01/2001,1.0,70.0,61.0,16.0,1.0,1767,34.6,26.0,f,0.0,3,PC2
8724,8725,Ferguson Enterprises,8,MORTGAGE,38496.0,not verified,n,,other small business,For Help,226xx,VA,14.87,1.0,12/01/2000,0.0,8.0,,4.0,0.0,4981,95.8,8.0,f,0.0,1,PC4
1501,1502,Sullivan ARC,3,MORTGAGE,65000.0,not verified,n,,debt consolidation,cc debt consolidation,127xx,NY,13.31,0.0,10/01/2002,2.0,,,8.0,0.0,9993,27.6,14.0,f,0.0,3,PC3
9950,9951,Redcats USA,3,RENT,74100.0,VERIFIED - income source,n,"  Borrower added on 10/12/10 > Hello,<br/>I am a responsible honest person.  I make a good amount of money and I am currently working my way up in my career.  I would like to have a small wedding and I need a little help.  I am confident I can repay this loan and I think it will be a great deal for the lender. Thank you for your consideration.<br/>",wedding,Svoboda,070xx,NJ,23.6,0.0,03/01/1999,0.0,40.0,,12.0,0.0,22287,71.4,19.0,f,0.0,1,PC5
2263,2264,IBM,10,MORTGAGE,85000.0,not verified,n,,small business,Small Business Loan,774xx,TX,1.26,0.0,03/01/1996,0.0,77.0,,13.0,0.0,4399,5.4,36.0,f,0.0,3,PC3
9916,9917,Sargent Manufacturing Co.,1,RENT,62500.0,not verified,n,"  Borrower added on 04/04/11 > I want to partially fund a vehicle.  I am a design engineer, working at my company for over a year.  I make $62,500 a year.<br/>",car,bike,064xx,CT,10.04,0.0,10/01/2002,0.0,,,10.0,0.0,2088,83.5,24.0,f,0.0,2,PC2
2756,2757,Laclede Industries,7,RENT,30000.0,not verified,n,"  Borrower added on 02/21/11 > I have worked for the same company for 7 years and would like to consolidate my credit card debit. I currently have a credti score of 681. I have never missed a payment, but would just like to be able to lower my interest rate.<br/>",debt consolidation,Pay off Debt,655xx,MO,22.08,0.0,10/01/2004,1.0,,,14.0,0.0,3667,35.6,25.0,f,0.0,3,PC2
4285,4286,Synchronoss,1,RENT,75000.0,VERIFIED - income,n,  Borrower added on 10/23/11 > Looking forward to being your customer.<br/> Borrower added on 10/25/11 > I am planning to utilize this loan to pay off my credit card balance and be debt free.  I owe 28000 and this loan will go towards paying the entire balance off.<br/>,credit card,Personal Loan,180xx,PA,19.86,0.0,01/01/1997,0.0,,,22.0,0.0,29520,32.2,48.0,f,0.0,1,PC1
522,523,Wal-Mart,10,MORTGAGE,230004.0,VERIFIED - income,n,,debt consolidation,Tracy,070xx,NJ,4.58,0.0,08/01/1998,0.0,,,7.0,0.0,25424,78.0,19.0,f,0.0,1,PC3
7865,7866,wcch,2,MORTGAGE,33996.0,not verified,n,"  Borrower added on 07/23/10 > need to put new floor in back room,could of paid my loan in 12 to 24 months instead of 36 months. plan on paying off earlier then the 36 months<br/>",home improvement,home repairs,145xx,NY,14.51,0.0,02/01/1989,3.0,,,11.0,0.0,26016,45.3,33.0,f,0.0,3,PC4
7930,7931,"Equity One, Inc",2,RENT,185000.0,VERIFIED - income source,n,  Borrower added on 10/24/11 > Short term loan to pay off American Express balance while waiting for funding of commissions in December.<br/>,debt consolidation,Debt Consolidation,331xx,FL,13.32,0.0,10/01/2000,1.0,,,14.0,0.0,7909,12.8,24.0,f,0.0,3,PC5
5601,5602,Randolph County Schools,6,MORTGAGE,70000.0,VERIFIED - income,n,,other,Attorney retainer,272xx,NC,19.22,0.0,02/01/1987,0.0,,,10.0,0.0,25521,84.2,19.0,f,0.0,2,PC5
2917,2918,"Turning Point Services, Inc.",10,MORTGAGE,74000.0,VERIFIED - income,n,  Borrower added on 08/12/11 > Put all high credit cards into one.<br/>,debt consolidation,Pay Bills,286xx,NC,12.66,0.0,11/01/1994,2.0,,,9.0,0.0,12484,85.5,29.0,f,0.0,2,PC2
614,615,Sacramento Sheriff's Department,6,MORTGAGE,95000.0,VERIFIED - income,n,,debt consolidation,Debt Consolidation,957xx,CA,17.49,0.0,11/01/1998,1.0,29.0,,17.0,0.0,39621,82.0,29.0,f,0.0,2,PC5
91,92,"Axis MN, Inc",4,RENT,33000.0,VERIFIED - income,n,"  587816 added on 12/08/09 > I would like to consolidate some of my debts, I plan on working real hard to fund this loan through my job. I make about 2000 a month, so once I've consolidated my debts, paying back to lenders won't be difficult to do. I have been at my job for 4yrs. now. thanks in advance,<br/> 587816 added on 12/10/09 > please believe in me...<br/>",debt consolidation,consol,551xx,MN,17.38,1.0,05/01/2004,1.0,19.0,,6.0,0.0,0,0.0,20.0,f,0.0,1,PC3
8069,8070,CSG Systems Inc,5,MORTGAGE,68902.67,not verified,n,"  Borrower added on 03/09/10 > I plan to use these funds to consolidate a number of credit card debts.  The intrest rate on these is 25-30%, and I would like to obtain a lower intrest rate, as well as establish a non-revolving debt so that I can pay the debts off completely within the next five years. The repayment amount for this loan, if fully funded, will be about the same as what I am currently paying to the six credit cards I want to pay off.  I have been able to stay on top of these payments, and consoledating these into a single payment will be much simpler for me to manage.<br/><br/>	 Monthly Payment 	Balance		Intrest	 	Min PMT Payoff	 Intrest Over Time <br/>ANB Citi	$50.00 	 	$5,314.85 	18.99%		21 years	 $7,421.00 <br/>MBNA	 	$300.00 	$6,088.05 	25.24%		26 years	 $12,220.00 <br/>Sears	 	$75.00 	 	$1,869.89 	29.99%		18 years	 $3,857.00 <br/>Citi	 	$250.00 	$6,978.15 	29.99%		25 years	 $16,340.00 <br/>Chase Card	$50.00 	 	$2,881.82 	29.99%		24 years	 $1,624.00 <br/>Capitol One	$50.00 	 	$1,070.25 	25.90%		11 years	 $1,685.00 <br/><br/>Total 	 	$775.00 	$24,203.01 			<br/><br/><br/>I work for a software firm that provides customer interaction solutions to cable and satellite companies.  I work on the account of one of the top two clients for my company. My company has reported a profit every quarter for the last year, even through the econmoic downturn, becasue our solutions find ways for our clients to save money while providing a better customer experience for their customers.  I have been employed here for 5 and a half years, with over 10 years in the industry.<br/>",debt consolidation,Debt Consolidation Loan,800xx,CO,22.62,0.0,10/01/1986,0.0,,,12.0,0.0,31174,82.9,22.0,f,0.0,1,PC1
5777,5778,PEPSI,10,MORTGAGE,51000.0,not verified,n,"  Borrower added on 02/19/10 > I will consolidate bills, I am a supervisor with Pepsi Botteling Co.<br/>I have been with the company 15 years.<br/>",other,Sunny Day,936xx,CA,13.36,0.0,09/01/1996,1.0,,,6.0,0.0,10685,89.8,23.0,f,0.0,3,PC1
2840,2841,City of Atlanta,1,MORTGAGE,55900.0,not verified,n,To mitigate loans with various lenders by applying more money toward one loan (one set interest rate).,debt consolidation,Personal Loan,301xx,GA,11.51,0.0,10/01/1990,2.0,0.0,0.0,9.0,0.0,20380,48.1,26.0,f,0.0,1,PC4
6947,6948,P. K. Willis,5,MORTGAGE,70000.0,VERIFIED - income source,n,,house,Roof,958xx,CA,7.13,0.0,06/01/2001,1.0,,89.0,3.0,1.0,794,88.2,4.0,f,0.0,1,PC2
6442,6443,Turner Studios,6,RENT,49800.0,VERIFIED - income source,n,"  Borrower added on 09/21/11 > I will use these funds to pay off a high interest rate credit card. I have a full time job and have worked there for six years.  I make a good borrower because I know the importance making payments on-time every time, and I consistently do.<br/>",debt consolidation,Credit card pay off,303xx,GA,3.54,0.0,03/01/1998,0.0,69.0,,6.0,0.0,4584,48.8,10.0,f,0.0,1,PC4
